ProteinIds	Gene Name	Protein Description	Tissue Specificity	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular Location[CC]	Protein	log2FC	Label2	Imputed.FDR
P49207	RPL34	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)		cytoplasmic translation [GO:0002181]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; synapse [GO:0045202]	cadherin binding [GO:0045296]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q29223}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:Q29223, ECO:0000269|PubMed:25957688}.	P49207	-0.145449450437536	individual-northstar	0.978492423618622
P49257	LMAN1	Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Gp58) (Intracellular mannose-specific lectin MR60) (Lectin mannose-binding 1)	TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:13130098}.	blood coagulation [GO:0007596]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; negative regulation of protein targeting to mitochondrion [GO:1903215]; positive regulation of organelle organization [GO:0010638]; protein folding [GO:0006457]; protein transport [GO:0015031]	collagen-containing extracellular matrix [GO:0062023]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; ER to Golgi transport vesicle membrane [GO:0012507]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; sarcomere [GO:0030017]	mannose binding [GO:0005537]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]	SUBCELLULAR LOCATION: Endoplasmic reticulum-Golgi intermediate compartment membrane; Single-pass type I membrane protein. Golgi apparatus membrane; Single-pass membrane protein. Endoplasmic reticulum membrane; Single-pass type I membrane protein.	P49257	-0.3627369716523279	individual-northstar	0.940783788350908
P49327	FASN	Fatty acid synthase (EC 2.3.1.85) (Type I fatty acid synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]	TISSUE SPECIFICITY: Ubiquitous. Prominent expression in brain, lung, liver and mammary gland. {ECO:0000269|PubMed:7567999, ECO:0000269|PubMed:7595075}.	cellular response to interleukin-4 [GO:0071353]; establishment of endothelial intestinal barrier [GO:0090557]; ether lipid biosynthetic process [GO:0008611]; fatty acid biosynthetic process [GO:0006633]; fatty acid metabolic process [GO:0006631]; glandular epithelial cell development [GO:0002068]; inflammatory response [GO:0006954]; mammary gland development [GO:0030879]; modulation by host of viral process [GO:0044788]; monocyte differentiation [GO:0030224]; neutrophil differentiation [GO:0030223]; osteoblast differentiation [GO:0001649]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; glycogen granule [GO:0042587]; Golgi apparatus [GO:0005794]; melanosome [GO:0042470]; membrane [GO:0016020]; plasma membrane [GO:0005886]	(3R)-3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; (3R)-hydroxybutanoyl-[acyl-carrier-protein] hydratase activity [GO:0047450]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; (3R)-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity [GO:0004317]; 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; [acyl-carrier-protein] S-acetyltransferase activity [GO:0004313]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; cadherin binding [GO:0045296]; enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity [GO:0047117]; fatty acid synthase activity [GO:0004312]; myristoyl-[acyl-carrier-protein] hydrolase activity [GO:0016295]; palmitoyl-[acyl-carrier-protein] hydrolase activity [GO:0016296]; phosphopantetheine binding [GO:0031177]; RNA binding [GO:0003723]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.	P49327	0.119169312778364	individual-northstar	0.978492423618622
P49591	SARS1	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	TISSUE SPECIFICITY: Brain. {ECO:0000269|PubMed:28236339}.	cytoplasmic translation [GO:0002181]; negative regulation of angiogenesis [GO:0016525]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vascular endothelial growth factor production [GO:1904046]; selenocysteine incorporation [GO:0001514]; seryl-tRNA aminoacylation [GO:0006434]; translation [GO:0006412]; tRNA modification [GO:0006400]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]	ATP binding [GO:0005524]; enzyme binding [GO:0019899]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; selenocysteine-tRNA ligase activity [GO:0098619]; serine-tRNA ligase activity [GO:0004828]; tRNA binding [GO:0000049]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22353712, ECO:0000269|PubMed:28236339, ECO:0000269|PubMed:34570399, ECO:0000269|PubMed:36041817}. Nucleus {ECO:0000269|PubMed:22353712, ECO:0000269|PubMed:34570399, ECO:0000269|PubMed:36041817}. Note=Predominantly cytoplasmic, but a minor proportion is also found in the nucleus. {ECO:0000269|PubMed:22353712, ECO:0000269|PubMed:34570399, ECO:0000269|PubMed:36041817}.	P49591	0.752291284642863	individual-northstar	0.940783788350908
P49720	PSMB3	Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)		proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12181345, ECO:0000269|PubMed:34711951}. Nucleus {ECO:0000269|PubMed:12181345, ECO:0000269|PubMed:34711951}. Note=Translocated from the cytoplasm into the nucleus following interaction with AKIRIN2, which bridges the proteasome with the nuclear import receptor IPO9. {ECO:0000269|PubMed:34711951}.	P49720	0.719805533731445	individual-northstar	0.940783788350908
P49721	PSMB2	Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)		proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; response to organic cyclic compound [GO:0014070]; response to organonitrogen compound [GO:0010243]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12181345, ECO:0000269|PubMed:34711951}. Nucleus {ECO:0000269|PubMed:12181345, ECO:0000269|PubMed:34711951}. Note=Translocated from the cytoplasm into the nucleus following interaction with AKIRIN2, which bridges the proteasome with the nuclear import receptor IPO9. {ECO:0000269|PubMed:34711951}.	P49721	-0.0199363704164359	individual-northstar	0.9859934111872828
P49755	TMED10	Transmembrane emp24 domain-containing protein 10 (Protein TMED10) (21 kDa transmembrane-trafficking protein) (S31I125) (S31III125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta)		COPI coating of Golgi vesicle [GO:0048205]; COPI-coated vesicle budding [GO:0035964]; COPII vesicle coating [GO:0048208]; cytosol to ERGIC protein transport [GO:0106273]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; positive regulation of interleukin-1 production [GO:0032732]; positive regulation of protein secretion [GO:0050714]; protein localization to ERGIC [GO:0106272]; regulated exocytosis [GO:0045055]; regulation of amyloid-beta formation [GO:1902003]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle cargo loading [GO:0035459]; vesicle targeting, to, from or within Golgi [GO:0048199]	cis-Golgi network [GO:0005801]; COPI-coated vesicle [GO:0030137]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; ER to Golgi transport vesicle membrane [GO:0012507]; gamma-secretase complex [GO:0070765]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; melanosome [GO:0042470]; membrane [GO:0016020]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; trans-Golgi network transport vesicle [GO:0030140]; transport vesicle [GO:0030133]; zymogen granule membrane [GO:0042589]	protein transmembrane transporter activity [GO:0008320]; syntaxin binding [GO:0019905]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10852829, ECO:0000269|PubMed:12237308, ECO:0000269|PubMed:9472029}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:12237308, ECO:0000269|PubMed:32272059, ECO:0000269|PubMed:9382861}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:10852829, ECO:0000269|PubMed:12237308, ECO:0000269|PubMed:21219331, ECO:0000269|PubMed:9382861, ECO:0000269|PubMed:9472029}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:9382861}; Single-pass type I membrane protein {ECO:0000255}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q63584}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:Q63584}; Single-pass type I membrane protein {ECO:0000255}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:17081065}.	P49755	0.430777547387136	individual-northstar	0.944002371397738
P49790	NUP153	Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153)		mRNA transport [GO:0051028]; negative regulation of RNA export from nucleus [GO:0046832]; nuclear pore complex assembly [GO:0051292]; nucleocytoplasmic transport [GO:0006913]; protein import into nucleus [GO:0006606]; RNA export from nucleus [GO:0006405]; viral entry into host cell [GO:0046718]; viral penetration into host nucleus [GO:0075732]	cytosol [GO:0005829]; host cell [GO:0043657]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nuclear inclusion body [GO:0042405]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]; nuclear pore [GO:0005643]; nuclear pore nuclear basket [GO:0044615]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	DNA binding [GO:0003677]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; nuclear localization sequence binding [GO:0008139]; protein-membrane adaptor activity [GO:0043495]; structural constituent of nuclear pore [GO:0017056]	SUBCELLULAR LOCATION: Nucleus. Nucleus membrane. Nucleus, nuclear pore complex. Note=Tightly associated with the nuclear membrane and lamina (By similarity). Localized to the nucleoplasmic side of the nuclear pore complex (NPC) core structure, forming a fibrous structure called the nuclear basket. Dissociates from the NPC structure early during prophase of mitosis. Integrated in the newly assembled nuclear envelope of postmitotic cells early in G1. Colocalized with NUP98 and TPR to the nuclear basket at the nucleoplasmic side of the NPC. Detected in diffuse and discrete intranuclear foci. Remained localized to the nuclear membrane after poliovirus (PV) infection. {ECO:0000250}.	P49790-3	-0.2734800006833089	individual-northstar	0.940783788350908
P49908	SELENOP	Selenoprotein P (SeP)	TISSUE SPECIFICITY: Made in the liver and heart and secreted into the plasma. It is also found in the kidney.	brain development [GO:0007420]; locomotory behavior [GO:0007626]; post-embryonic development [GO:0009791]; regulation of growth [GO:0040008]; response to oxidative stress [GO:0006979]; selenium compound metabolic process [GO:0001887]; sexual reproduction [GO:0019953]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; platelet dense granule lumen [GO:0031089]	selenium binding [GO:0008430]	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:8142465}. Note=Passes from plasma into the glomerular filtrate where it is removed by endocytosis mediated by LRP2 in the proximal tubule epithelium. {ECO:0000250|UniProtKB:P70274}.	P49908	-0.643866413116853	individual-northstar	0.940783788350908
P50148	GNAQ	Guanine nucleotide-binding protein G(q) subunit alpha (Guanine nucleotide-binding protein alpha-q)	TISSUE SPECIFICITY: Predominantly expressed in ovary, prostate, testis and colon. Down-regulated in the peripheral blood lymphocytes (PBLs) of rheumatoid arthritis patients (at protein level). {ECO:0000269|PubMed:21923740, ECO:0000269|PubMed:8664309}.	action potential [GO:0001508]; activation of phospholipase C activity [GO:0007202]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; blood coagulation [GO:0007596]; entrainment of circadian clock [GO:0009649]; G protein-coupled acetylcholine receptor signaling pathway [GO:0007213]; glutamate receptor signaling pathway [GO:0007215]; negative regulation of protein kinase activity [GO:0006469]; phospholipase C-activating dopamine receptor signaling pathway [GO:0060158]; phototransduction, visible light [GO:0007603]; protein stabilization [GO:0050821]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of platelet activation [GO:0010543]	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; heterotrimeric G-protein complex [GO:0005834]; lysosomal membrane [GO:0005765]; nuclear membrane [GO:0031965]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; synapse [GO:0045202]	G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activator activity [GO:0005096]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19001095}; Lipid-anchor {ECO:0000269|PubMed:19001095}. Golgi apparatus {ECO:0000269|PubMed:19001095}. Nucleus {ECO:0000250|UniProtKB:P21279}. Nucleus membrane {ECO:0000250|UniProtKB:P21279}. Note=Colocalizes with the adrenergic receptors, ADREN1A and ADREN1B, at the nuclear membrane of cardiac myocytes. {ECO:0000250|UniProtKB:P21279}.	P50148	-0.0122748588555766	individual-northstar	0.984418842602106
P50395	GDI2	Rab GDP dissociation inhibitor beta (Rab GDI beta) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)	TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:7543319}.	negative regulation of cilium assembly [GO:1902018]; negative regulation of protein localization to cilium [GO:1903565]; protein transport [GO:0015031]; signal transduction [GO:0007165]; small GTPase mediated signal transduction [GO:0007264]; vesicle-mediated transport [GO:0016192]	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; secretory granule lumen [GO:0034774]; synapse [GO:0045202]; vesicle [GO:0031982]	GTPase activator activity [GO:0005096]; Rab GDP-dissociation inhibitor activity [GO:0005093]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.	P50395	0.619848712245669	individual-northstar	0.940783788350908
